year,country,region,latitude,longitude,date,remote_sale,salesman_position,product_type,product_subtype,number_of_sales,distance_travelled_in_KM,sales_amount_in_dollars,unit_price
2013,India,South Asia,24.519961,85.14045300000001,2013-11-10,YES,lead,energy,used,641,0.0,106354.21393927086,165.91921051368308
2013,India,South Asia,18.391134,81.659273,2013-11-12,NO,senior,semiconductors,used,622,1979.5187950161633,98769.34517546132,158.7931594460793
2013,India,South Asia,25.467031,91.36621600000001,2013-11-16,NO,junior,energy,used,606,2011.77258529961,81474.93851911608,134.44709326586812
2013,Nigeria,Sub-Saharan Africa,10.653802,11.085038,2013-11-19,NO,junior,semiconductors,standard,621,1980.2991532156918,71983.58231236108,115.91559148528353
2013,Egypt,Middle East & North Africa,30.699334999999998,33.644714,2013-11-20,NO,junior,energy,standard,503,2013.1134775170133,89647.71320529455,178.22606999064524
2013,Nigeria,Sub-Saharan Africa,7.616008,4.744781,2013-11-20,NO,junior,energy,used,482,1998.0042481682203,75128.27592758212,155.86779238087576
2013,India,South Asia,26.479468,90.556866,2013-11-25,NO,VP,energy,standard,539,1993.5141681060272,102418.128938402,190.01508151837106
2013,Russia,Eastern Europe,43.248453999999995,46.584408,2013-11-25,NO,lead,semiconductors,used,511,2010.3649714757557,111669.54902942409,218.53140710259117
2013,India,South Asia,24.316126999999998,87.261257,2013-11-26,NO,senior,energy,used,576,2035.8363064637435,57981.68087303646,100.66264040457719
2013,India,South Asia,18.810605,80.825703,2013-11-27,YES,junior,semiconductors,standard,584,0.0,118384.8216164089,202.71373564453577
2013,Thailand,Southeast Asia,6.541138,101.280396,2013-11-27,NO,lead,automotive,used,433,1984.8933961652417,67025.47664582069,154.79324860466673
2013,Nigeria,Sub-Saharan Africa,12.787081,13.876648000000001,2013-11-30,NO,lead,semiconductors,standard,426,1996.869661350935,77651.57712962736,182.28069748738815
2013,India,South Asia,25.312522,86.49075699999999,2013-11-30,NO,lead,energy,standard,444,2012.5170275997268,76884.39390114305,173.16304932689874
2013,Thailand,Southeast Asia,6.801624,101.151928,2013-12-3,NO,junior,automotive,premium,571,1964.1914615495457,47887.0964731411,83.8653178163592
2013,Thailand,Southeast Asia,6.6253,101.51344,2013-12-11,NO,senior,semiconductors,used,513,1994.5289371080385,102496.63925948643,199.7985170750223
2013,India,South Asia,33.659444,75.708056,2013-12-11,NO,senior,energy,premium,544,1990.1232147368567,33310.04543769298,61.231701172229734
2013,Thailand,Southeast Asia,6.5219190000000005,100.421115,2013-12-22,YES,junior,energy,used,589,0.0,75105.31686681675,127.5132714207415
2013,Egypt,Middle East & North Africa,31.039309000000003,31.379664000000002,2013-12-24,NO,senior,energy,standard,496,1979.6974164764288,56986.23777138234,114.89160841004504
2013,Russia,Eastern Europe,42.816666999999995,47.116667,2013-12-25,NO,VP,gold,used,571,2051.7298875001966,111104.28861931582,194.57843891298742
2013,Russia,Eastern Europe,48.7,44.516667,2013-12-29,NO,lead,energy,used,695,1988.9475345299245,118802.76426271706,170.93922915498857
2013,Russia,Eastern Europe,48.7,44.516667,2013-12-30,YES,junior,gold,used,642,0.0,100503.44631104487,156.54742416050604
2013,Russia,Eastern Europe,43.25,46.583333,2013-12-30,NO,junior,energy,used,375,1968.0155436919865,61124.95966016069,162.99989242709518
2013,Nigeria,Sub-Saharan Africa,9.298274000000001,8.963644,2013-12-31,NO,senior,semiconductors,standard,208,2001.5959948963934,25750.499538957596,123.80047855268074
2014,Nigeria,Sub-Saharan Africa,9.516667,8.7,2014-1-6,NO,VP,automotive,standard,412,1998.5406093606043,71811.5659871951,174.29991744464832
2014,Nigeria,Sub-Saharan Africa,11.85091,8.396,2014-1-7,NO,VP,semiconductors,standard,467,2040.6549456512557,80446.07229274733,172.2613967724782
2014,Nigeria,Sub-Saharan Africa,11.833333,13.15,2014-1-14,NO,junior,automotive,used,553,1992.4703783473028,67519.01630387561,122.09587035058881
2014,India,South Asia,26.54028,90.133119,2014-1-17,NO,VP,energy,standard,408,1981.2700706028543,54709.79431663054,134.09263312899643
2014,Nigeria,Sub-Saharan Africa,12.120519999999999,13.174035,2014-1-21,NO,VP,energy,used,542,1982.8227048539375,86201.94703683813,159.0441827247936
2014,Egypt,Middle East & North Africa,30.05,31.233333000000002,2014-1-24,NO,lead,energy,used,538,2015.7136693335267,42630.88630167268,79.23956561649197
2014,Egypt,Middle East & North Africa,30.041384000000004,31.202875,2014-1-24,YES,junior,automotive,used,679,0.0,81227.20453054548,119.62769444852059
2014,Thailand,Southeast Asia,6.051113,101.306884,2014-1-24,NO,senior,energy,premium,564,1981.7610967020019,86930.94928562007,154.1328888042909
2014,Thailand,Southeast Asia,6.864288,101.491013,2014-1-24,NO,junior,energy,standard,561,2017.5524928020238,100767.1585612302,179.62060349595401
2014,China,East Asia,41.244772,81.594601,2014-1-24,NO,junior,gold,used,329,2007.9153216316568,41340.8331018486,125.6560276651933
2014,Egypt,Middle East & North Africa,30.600094,33.625975,2014-1-26,NO,lead,energy,premium,441,1994.5793517902398,78931.34753633999,178.98264747469386
2014,Nigeria,Sub-Saharan Africa,11.648532000000001,13.41939,2014-1-27,NO,junior,energy,used,397,1969.4032910503618,68336.60335178484,172.13250214555376
2014,India,South Asia,26.832303999999997,92.42647,2014-1-28,YES,junior,energy,used,490,0.0,64258.13116131655,131.1390431863603
2014,Nigeria,Sub-Saharan Africa,11.089722,13.688376000000002,2014-1-31,NO,junior,semiconductors,premium,483,1973.7180717664414,52762.22001262353,109.23855075077336
2014,Thailand,Southeast Asia,6.618527,101.18866700000001,2014-2-1,YES,lead,energy,standard,464,0.0,88213.74829882462,190.11583685091512
2014,Thailand,Southeast Asia,6.618527,101.18866700000001,2014-2-1,YES,VP,gold,standard,430,0.0,57121.446578076255,132.84057343738664
2014,Nigeria,Sub-Saharan Africa,10.897831,11.609238000000001,2014-2-4,NO,junior,semiconductors,used,516,1996.983894597079,95218.92294837232,184.53279641157425
2014,India,South Asia,25.529198,90.425278,2014-2-2,YES,junior,semiconductors,standard,471,0.0,51405.93320648291,109.14210871864736
2014,Thailand,Southeast Asia,6.726666000000001,101.61215200000001,2014-2-8,NO,senior,semiconductors,used,493,1993.9815820797796,62863.5311729801,127.5122336165925
2014,Russia,Eastern Europe,46.964791,142.725341,2014-2-9,NO,lead,energy,used,496,1997.1173464063731,73071.82901883507,147.3222359250707
2014,Nigeria,Sub-Saharan Africa,12.093039,13.155270000000002,2014-2-11,YES,VP,automotive,standard,467,0.0,54711.0644826958,117.15431366744284
2014,China,East Asia,41.244772,79.342833,2014-2-14,NO,junior,energy,used,337,2011.3202210056447,65697.59035509903,194.94833933263808
2014,Egypt,Middle East & North Africa,29.492057,34.895225,2014-2-16,NO,junior,energy,used,568,1983.6405218330865,74596.01558473724,131.33101335341064
2014,Thailand,Southeast Asia,6.750575,101.321876,2014-2-18,NO,junior,automotive,premium,572,2043.4119072881165,68025.42444011306,118.92556720299486
2014,Egypt,Middle East & North Africa,30.730032,31.717315000000003,2014-2-20,YES,senior,semiconductors,premium,379,0.0,70812.7942945564,186.84114589592718
2014,Thailand,Southeast Asia,12.333629,102.43441,2014-2-22,NO,senior,automotive,used,540,2021.4707195013364,76446.30693212264,141.56723505948636
2014,Nigeria,Sub-Saharan Africa,12.120519999999999,13.174035,2014-2-23,YES,senior,automotive,used,376,0.0,40253.67067917935,107.05763478505145
2014,Thailand,Southeast Asia,13.738717999999999,100.53242900000001,2014-2-23,NO,junior,gold,used,652,2039.3742849713801,69939.72129847032,107.26951119397289
2014,Thailand,Southeast Asia,6.870811,101.249545,2014-5-24,YES,junior,energy,standard,629,0.0,77756.34189263389,123.61898552088059
2014,Thailand,Southeast Asia,6.866886999999999,101.256608,2014-5-24,NO,junior,automotive,used,504,2020.2716355387831,82311.27048628367,163.31601286961046
2014,Thailand,Southeast Asia,6.866886999999999,101.256608,2014-5-24,NO,lead,automotive,used,502,1961.855586077707,70611.22658079023,140.65981390595664
2014,Thailand,Southeast Asia,6.870941999999999,101.249505,2014-5-24,NO,junior,automotive,standard,510,1986.2052531787203,58267.457660716536,114.24991698179713
2014,Thailand,Southeast Asia,6.868844,101.22404399999999,2014-5-24,YES,senior,semiconductors,standard,548,0.0,58544.36157359515,106.83277659415174
2014,Thailand,Southeast Asia,6.868844,101.22404399999999,2014-5-24,YES,junior,automotive,standard,504,0.0,76915.6941658267,152.6105042972752
2014,Thailand,Southeast Asia,6.870941999999999,101.249505,2014-5-24,NO,junior,automotive,used,538,1996.4501812987676,66216.29562258924,123.07861639886477
2014,Thailand,Southeast Asia,6.866886999999999,101.256608,2014-5-24,NO,lead,semiconductors,used,437,2000.2958912914833,56530.203954305965,129.35973444921274
2014,Thailand,Southeast Asia,6.866886999999999,101.256608,2014-5-24,YES,senior,semiconductors,premium,422,0.0,67338.84852963146,159.57073111287076
2014,Thailand,Southeast Asia,6.866886999999999,101.256608,2014-5-24,NO,junior,automotive,premium,553,2030.5212087067798,82337.83341464594,148.89300798308489
2014,Thailand,Southeast Asia,6.874088,101.276738,2014-5-24,NO,senior,automotive,standard,339,2030.537234543121,32785.05286278581,96.71107039169854
2014,Thailand,Southeast Asia,6.868844,101.22404399999999,2014-5-24,NO,senior,semiconductors,used,527,2012.3086888568796,63352.19219707047,120.21288841948856
2014,Thailand,Southeast Asia,6.8694,101.250519,2014-5-24,NO,junior,energy,standard,533,1979.7272610942741,118318.00677508423,221.9850033303644
2014,Thailand,Southeast Asia,6.846686,101.269384,2014-5-24,NO,junior,energy,used,559,2006.1043667375707,82192.56145639587,147.0349936608155
2014,Thailand,Southeast Asia,6.683234,101.257271,2014-2-25,YES,lead,automotive,standard,293,0.0,40199.85464576253,137.2008690981656
2014,Thailand,Southeast Asia,6.053165,101.84859300000001,2014-2-26,NO,VP,semiconductors,premium,629,2017.0817028578858,97408.95981769859,154.8632111569135
2014,Nigeria,Sub-Saharan Africa,9.576768,8.712435000000001,2014-2-27,YES,VP,semiconductors,premium,480,0.0,96788.84749974185,201.64343229112885
2014,India,South Asia,18.727104,81.44078499999999,2014-2-28,YES,VP,semiconductors,premium,624,0.0,104462.85238253251,167.40841727969953
2014,Thailand,Southeast Asia,6.27096,101.281918,2014-3-3,NO,junior,semiconductors,standard,626,2022.1403000481257,81090.32404844802,129.5372588633355
2014,Nigeria,Sub-Saharan Africa,11.225142,13.781744,2014-3-12,NO,lead,energy,premium,449,1985.0666926284637,78192.58806479965,174.14830303964288
2014,Thailand,Southeast Asia,6.7274270000000005,101.09429,2014-3-9,NO,junior,semiconductors,used,438,1989.5512597261888,63337.62383277437,144.6064471067908
2014,India,South Asia,24.446043,94.222084,2014-3-11,NO,VP,semiconductors,used,369,2006.8049884040065,61361.92854549189,166.29248928317585
2014,Egypt,Middle East & North Africa,30.048525,31.2422,2014-3-13,NO,junior,energy,used,441,2003.8839208245972,74337.14983490428,168.56496561202783
2014,Nigeria,Sub-Saharan Africa,13.09646,7.328717,2014-3-15,NO,VP,energy,standard,429,2010.127730475791,44828.567225034145,104.49549469704928
2014,Thailand,Southeast Asia,6.72878,101.36646999999999,2014-3-18,NO,VP,energy,standard,325,1990.7298231749678,47118.0675350409,144.9786693385874
2014,Nigeria,Sub-Saharan Africa,7.820035000000001,8.860315,2014-3-23,NO,junior,energy,premium,556,1979.1115744459512,80100.66421957781,144.0659428409673
2014,India,South Asia,32.456025,75.272766,2014-3-28,NO,junior,energy,standard,419,2028.7759972458516,63112.35603574234,150.6261480566643
2014,Nigeria,Sub-Saharan Africa,11.107834,12.761358,2014-3-29,YES,junior,semiconductors,used,407,0.0,64768.06884839508,159.135304295811
2014,Nigeria,Sub-Saharan Africa,9.066042999999999,7.4814300000000005,2014-3-30,NO,senior,semiconductors,used,390,2028.646461796206,58407.9698549144,149.76402526901128
2014,Egypt,Middle East & North Africa,31.211726000000002,34.110523,2014-3-30,NO,junior,semiconductors,premium,579,2048.466699305721,44578.835069236906,76.99280668261987
2014,Nigeria,Sub-Saharan Africa,11.832563,13.149685999999999,2014-4-1,YES,lead,energy,premium,524,0.0,56851.31453412893,108.49487506513154
2014,Thailand,Southeast Asia,13.859501999999999,100.52167,2014-4-1,NO,senior,energy,standard,454,1985.53528936825,66546.04635761563,146.57719462029874
2014,Russia,Eastern Europe,43.127836,45.330290999999995,2014-4-3,NO,senior,energy,premium,410,1974.0336050484482,63096.73036514151,153.8944643052232
2014,Thailand,Southeast Asia,6.547825,101.283091,2014-4-6,NO,lead,energy,used,457,1975.8540537989368,60807.8956285231,133.05885257882517
2014,Thailand,Southeast Asia,6.54589,101.283627,2014-4-6,YES,VP,energy,used,538,0.0,78746.35640915317,146.36869221032188
2014,Thailand,Southeast Asia,6.558928999999999,101.288794,2014-4-6,YES,senior,automotive,used,359,0.0,77809.49900934577,216.73955155806624
2014,Thailand,Southeast Asia,6.562738,101.294438,2014-4-6,YES,senior,automotive,used,629,0.0,110070.36620950409,174.99263308347233
2014,Nigeria,Sub-Saharan Africa,8.300103,9.978373,2014-4-8,NO,senior,energy,used,530,2008.988316601065,86124.43092149081,162.4989262669638
2014,India,South Asia,18.249801,81.243315,2014-4-9,NO,junior,energy,premium,451,1985.008879852575,66882.3503527079,148.29789435190222
2014,India,South Asia,25.192321,86.536618,2014-4-10,NO,senior,energy,used,387,2008.118338183526,42181.23711383792,108.99544473859928
2014,India,South Asia,18.755249,80.816788,2014-4-12,NO,junior,semiconductors,used,555,1997.3004026854105,76390.39631123096,137.64035371392964
2014,India,South Asia,18.932863,81.882246,2014-4-12,YES,junior,energy,standard,421,0.0,87298.97885458946,207.36099490401295
2014,Nigeria,Sub-Saharan Africa,9.066559,7.483589,2014-4-14,YES,junior,energy,used,635,0.0,56082.149346953134,88.31834542827265
2014,Nigeria,Sub-Saharan Africa,9.766607,9.469026,2014-4-14,YES,junior,energy,used,456,0.0,81941.6792410895,179.69666500238924
2014,Turkey,Middle East & North Africa,40.969772,28.823183,2014-4-15,NO,junior,energy,used,645,2006.9175647849363,59934.4527284169,92.92163213708046
2014,Nigeria,Sub-Saharan Africa,5.248889,6.655556,2014-4-16,NO,lead,energy,used,507,2017.695413800047,74718.20653453394,147.3731884310334
2014,Nigeria,Sub-Saharan Africa,11.356052,10.672901,2014-4-17,NO,junior,energy,used,444,2021.5860843282833,63301.67917548159,142.5713494943279
2014,Egypt,Middle East & North Africa,30.0596,31.193118,2014-4-18,NO,junior,semiconductors,used,439,1995.2952860876057,78156.5052301896,178.0330415266278
2014,Thailand,Southeast Asia,6.265458,101.26306,2014-4-20,NO,junior,energy,standard,433,1968.578095300617,69223.43959620442,159.8693755108647
2014,Nigeria,Sub-Saharan Africa,8.033961999999999,9.807233,2014-4-22,NO,lead,semiconductors,used,479,1966.4585652793453,100398.1837228575,209.5995484819572
2014,Egypt,Middle East & North Africa,29.957278999999996,30.924832000000002,2014-4-23,YES,junior,energy,premium,534,0.0,57611.099958280975,107.88595497805426
2014,India,South Asia,24.238543,87.467394,2014-4-24,NO,junior,automotive,used,584,2021.5013396082722,64587.28781477681,110.59467091571372
2014,India,South Asia,33.735763,74.837897,2014-4-24,YES,senior,energy,standard,573,0.0,90321.10461850316,157.62845483159364
2014,Thailand,Southeast Asia,6.712826,101.641819,2014-4-25,NO,junior,semiconductors,standard,515,2022.41587516507,78341.67916863898,152.119765375998
2014,India,South Asia,13.08429,80.27631,2014-5-1,YES,junior,semiconductors,premium,515,0.0,58181.25175789485,112.97330438426184
2014,India,South Asia,13.08429,80.27631,2014-5-1,NO,junior,energy,used,531,1970.988745461139,87947.45446774707,165.62609127635983
2014,Nigeria,Sub-Saharan Africa,9.006931,7.566801,2014-5-1,NO,junior,energy,used,454,2005.5744573726001,56428.492524172856,124.2918337536847
2014,India,South Asia,26.619112,91.041857,2014-5-1,YES,lead,semiconductors,used,437,0.0,57915.97277557843,132.53083015006507
2014,India,South Asia,26.258028000000003,91.12738900000001,2014-5-2,NO,junior,automotive,standard,506,2009.585613819267,92727.62547421428,183.25617682651043
2014,Egypt,Middle East & North Africa,28.239796999999996,33.622915,2014-5-2,YES,VP,automotive,standard,559,0.0,95857.34784514894,171.48004981243102
2014,Egypt,Middle East & North Africa,28.031290000000002,33.781681,2014-5-2,YES,junior,energy,used,576,0.0,118540.25441183735,205.79905279832872
2014,Egypt,Middle East & North Africa,30.090096999999997,31.321879,2014-5-2,NO,junior,semiconductors,standard,511,1986.314223121447,73805.74893083776,144.43395094097409
2014,Egypt,Middle East & North Africa,30.044147,31.2367,2014-5-2,NO,junior,energy,used,414,1992.4452479004294,39489.946024174504,95.3863430535616
2014,India,South Asia,18.564657999999998,82.96363199999999,2014-5-10,NO,VP,energy,used,618,1980.2448625392456,76245.96638359739,123.37535013527085
2014,India,South Asia,19.960998,80.147584,2014-5-11,NO,lead,automotive,used,466,1974.6597389865713,95883.70017451367,205.7590132500293
2014,Nigeria,Sub-Saharan Africa,11.277037,9.882266,2014-5-12,YES,junior,energy,used,516,0.0,64621.34150860293,125.23515796240878
2014,Nigeria,Sub-Saharan Africa,7.853304,10.963746,2014-5-13,NO,VP,energy,standard,485,2017.1768727537649,65155.73700202504,134.3417257773712
2014,Thailand,Southeast Asia,13.756657,100.501863,2014-5-15,YES,junior,energy,used,518,0.0,88273.8649292127,170.41286665871178
2014,Nigeria,Sub-Saharan Africa,11.722177,13.282767000000002,2014-5-14,NO,junior,energy,premium,625,1998.2134621404527,71245.03512597855,113.99205620156569
2014,Nigeria,Sub-Saharan Africa,9.933333,8.883333,2014-5-20,NO,senior,automotive,used,376,2012.4071688567294,40125.50577121876,106.71677066813501
2014,Nigeria,Sub-Saharan Africa,9.933333,8.883333,2014-5-20,NO,lead,energy,used,462,1987.7562160997534,71342.08603979622,154.4200996532386
2014,Nigeria,Sub-Saharan Africa,12.987751,13.658638,2014-5-21,NO,lead,automotive,used,577,2003.571629383398,96693.54955043721,167.57980857961388
2014,China,East Asia,43.825592,87.616848,2014-5-22,NO,junior,automotive,used,406,2000.4711673279967,59564.588252559806,146.7108085038419
2014,Nigeria,Sub-Saharan Africa,11.081187,13.695173,2014-5-28,NO,junior,energy,standard,528,1965.299167137731,79545.17608221508,150.65374257995282
2014,India,South Asia,24.782772,93.943216,2014-5-29,NO,lead,semiconductors,used,413,2008.5234340805682,85800.75548399087,207.75001327842824
2014,Nigeria,Sub-Saharan Africa,12.342068,14.185827,2014-5-31,NO,senior,automotive,premium,539,1992.0258466761736,74733.55179684999,138.65222967875695
2014,Nigeria,Sub-Saharan Africa,12.342068,14.185827,2014-5-31,NO,junior,energy,used,475,2003.1480003948461,50870.26442841773,107.09529353351101
2014,Nigeria,Sub-Saharan Africa,12.34494,14.183417000000002,2014-5-31,NO,senior,automotive,standard,649,2025.7691238440252,95472.56171967952,147.10718292708708
2014,Thailand,Southeast Asia,6.634973,101.44797,2014-6-1,NO,VP,semiconductors,premium,492,1993.4607941363467,85715.52937222137,174.21855563459627
2014,Nigeria,Sub-Saharan Africa,9.998184,7.956361,2014-6-5,YES,senior,energy,used,578,0.0,56655.63561969159,98.02013082991624
2014,Nigeria,Sub-Saharan Africa,10.424758,7.399945,2014-6-5,NO,junior,semiconductors,used,440,2009.953200124293,69173.54645965295,157.21260559012035
2014,Nigeria,Sub-Saharan Africa,9.548910000000001,8.787188,2014-6-11,NO,junior,energy,used,496,1991.6888251078265,49225.65013347894,99.24526236588497
2014,Nigeria,Sub-Saharan Africa,9.580896000000001,8.780507,2014-6-11,NO,junior,automotive,standard,543,2000.3183394802518,106260.28050590854,195.69112432027356
2014,Nigeria,Sub-Saharan Africa,10.652655000000001,12.911669,2014-6-15,YES,senior,energy,used,511,0.0,44381.04464115934,86.85135937604566
2014,Thailand,Southeast Asia,6.727728999999999,101.098013,2014-6-15,YES,junior,automotive,used,548,0.0,84296.28082544325,153.82532997343657
2014,Thailand,Southeast Asia,6.142207,101.650475,2014-6-16,NO,senior,automotive,premium,500,1998.242794813773,75419.34723943796,150.83869447887594
2014,Nigeria,Sub-Saharan Africa,11.744512,11.961065,2014-6-17,NO,lead,automotive,used,719,1993.5050291915056,139277.42406003634,193.70990828934123
2014,China,East Asia,37.880598,77.417292,2014-6-21,NO,junior,energy,standard,447,1996.7263303185907,56199.90190074505,125.72684988980996
2014,Nigeria,Sub-Saharan Africa,10.876389,12.663056,2014-6-21,NO,junior,semiconductors,used,336,2022.5002940154457,65703.59770903288,195.54642175307404
2014,Thailand,Southeast Asia,6.147712,101.486497,2014-6-22,NO,senior,energy,standard,626,2015.688576241049,108955.17053281497,174.0497931834105
2014,Nigeria,Sub-Saharan Africa,6.295859,6.02822,2014-6-22,NO,lead,semiconductors,premium,553,1938.3417413900872,78527.92118853037,142.00347412030808
2014,Nigeria,Sub-Saharan Africa,11.985661,8.529759,2014-6-23,NO,junior,energy,used,468,1988.7009059594366,78109.56825682592,166.90078687355967
2014,India,South Asia,25.783548,84.75314399999999,2014-6-25,NO,junior,energy,used,489,2022.4554887152542,57470.90649150838,117.52741613805395
2014,Nigeria,Sub-Saharan Africa,9.066602,7.484407000000001,2014-6-25,YES,lead,gold,used,337,0.0,50334.753047399005,149.3612850071187
2014,Nigeria,Sub-Saharan Africa,6.450183,3.3694870000000003,2014-6-25,NO,junior,semiconductors,premium,604,1970.8612745606954,74740.09861815644,123.74188512939807
2014,Nigeria,Sub-Saharan Africa,10.340722999999999,9.854051,2014-6-27,NO,junior,energy,standard,511,1991.3738334002355,77726.2844314659,152.10623176412113
2014,Thailand,Southeast Asia,6.2371989999999995,102.086493,2014-6-28,YES,junior,energy,used,508,0.0,76944.18156698899,151.4649243444665
2014,Nigeria,Sub-Saharan Africa,11.833262,13.149951999999999,2014-7-1,NO,junior,semiconductors,premium,372,2002.0080070146269,51137.818994641595,137.46725536193978
2014,Nigeria,Sub-Saharan Africa,11.833516,13.154241,2014-7-4,NO,junior,energy,standard,454,2059.5406934548955,53186.459834142704,117.1507925862174
2014,Nigeria,Sub-Saharan Africa,7.853282000000001,10.963859,2014-7-5,NO,lead,energy,used,642,2030.1391799653761,149548.65339966616,232.94182772533668
2014,Nigeria,Sub-Saharan Africa,7.852721000000001,10.962974,2014-7-5,NO,lead,semiconductors,used,424,2005.9948549197338,40403.17999621412,95.29051885899557
2014,Nigeria,Sub-Saharan Africa,7.853282000000001,10.963859,2014-7-5,NO,junior,energy,used,410,2020.345541215637,45946.74178820488,112.06522387367045
2014,Nigeria,Sub-Saharan Africa,7.852721000000001,10.962974,2014-7-5,NO,senior,gold,standard,531,2003.713282821729,95501.09362545137,179.85140042457886
2014,Nigeria,Sub-Saharan Africa,7.853282000000001,10.963859,2014-7-5,NO,junior,automotive,standard,396,1981.3134964527162,42539.56025134507,107.42313194784109
2014,Nigeria,Sub-Saharan Africa,7.853282000000001,10.963859,2014-7-5,YES,junior,energy,used,367,0.0,78519.71111026454,213.9501665129824
2014,Thailand,Southeast Asia,6.1676150000000005,101.180355,2014-7-7,YES,junior,energy,used,470,0.0,68062.40765603403,144.8136333107107
2014,Nigeria,Sub-Saharan Africa,11.084916,13.701512,2014-7-8,NO,junior,semiconductors,used,380,2024.5962741621518,63290.76898469872,166.55465522289137
2014,Egypt,Middle East & North Africa,31.132092999999998,33.803276000000004,2014-7-9,NO,junior,energy,used,326,2012.5961079038218,56741.51806036997,174.05373638150297
2014,Thailand,Southeast Asia,6.39038,101.229885,2014-7-10,NO,VP,semiconductors,used,493,2005.2994274373136,58164.63326075696,117.98100052891877
2014,India,South Asia,25.094431,94.361036,2014-7-12,NO,junior,semiconductors,used,402,1974.6009089987613,63866.05606568829,158.87078623305544
2014,Egypt,Middle East & North Africa,31.115831,33.794633000000005,2014-7-13,YES,senior,energy,premium,448,0.0,71743.69957709684,160.1421865560197
2014,Russia,Eastern Europe,48.330838,39.935977,2014-7-13,NO,junior,semiconductors,used,559,2003.1144812985951,100578.38815139332,179.92556019927247
2014,Nigeria,Sub-Saharan Africa,10.747848,13.222047,2014-7-14,NO,lead,automotive,used,332,2017.1866691846092,51783.125877382794,155.97327071500843
2014,Thailand,Southeast Asia,6.612927,101.44195699999999,2014-7-17,NO,VP,energy,premium,556,2033.6183726770644,63479.10371402669,114.17104984537175
2014,Thailand,Southeast Asia,6.5411019999999995,101.280408,2014-7-17,NO,senior,energy,used,522,1994.9105593391344,52985.235419497934,101.50428241283129
2014,Nigeria,Sub-Saharan Africa,4.3151019999999995,6.24327,2014-7-18,NO,junior,automotive,standard,412,1976.425547060237,27956.32422766649,67.8551558923944
2014,Egypt,Middle East & North Africa,27.058452000000003,27.969925,2014-7-19,NO,lead,automotive,used,523,2013.2944971317652,79091.4788246638,151.226536949644
2014,Thailand,Southeast Asia,6.678769,101.146028,2014-7-23,YES,senior,energy,premium,528,0.0,89577.09695550695,169.65359271876315
2014,Nigeria,Sub-Saharan Africa,10.434039,7.474918,2014-7-23,NO,junior,energy,standard,436,1975.9987236414693,58397.875399752156,133.9400811920921
2014,Nigeria,Sub-Saharan Africa,10.531934,7.441495,2014-7-23,NO,VP,energy,used,454,2023.5361281379658,71652.1008928894,157.82401077728943
2014,Nigeria,Sub-Saharan Africa,12.003967999999999,8.521102,2014-7-24,NO,junior,automotive,premium,628,2027.1860459872264,126268.28149573662,201.06414250913474
2014,Thailand,Southeast Asia,5.773132,101.07253,2014-7-25,YES,lead,energy,used,533,0.0,74923.88368796949,140.57013825134987
2014,Thailand,Southeast Asia,5.9532300000000005,101.69544300000001,2014-7-25,YES,junior,energy,used,382,0.0,19128.27631217206,50.07402175961272
2014,Egypt,Middle East & North Africa,31.083629,34.146285999999996,2014-7-26,NO,junior,energy,used,329,2009.756387063454,67345.00829201871,204.69607383592313
2014,Thailand,Southeast Asia,6.65313,101.55086800000001,2014-7-27,YES,lead,energy,used,568,0.0,73801.7832480075,129.9327169859287
2014,Nigeria,Sub-Saharan Africa,12.000163,8.517741000000001,2014-7-27,NO,junior,energy,premium,740,1985.8222686477811,82110.41939085172,110.96002620385367
2014,Thailand,Southeast Asia,6.394719,101.518739,2014-7-28,NO,VP,semiconductors,used,456,1986.2125380932525,74937.38386336474,164.3363681214139
2014,China,East Asia,38.709876,77.370471,2014-7-28,NO,junior,semiconductors,used,600,2004.149233700798,93016.59202554927,155.02765337591543
2014,China,East Asia,39.519529999999996,75.94243,2014-7-28,NO,lead,energy,premium,494,1950.0207686856347,71012.6478489488,143.75029928937005
2014,Egypt,Middle East & North Africa,31.216675,34.116201000000004,2014-7-28,NO,VP,semiconductors,premium,510,1956.0728772032555,73803.60653368317,144.71295398761404
2014,Nigeria,Sub-Saharan Africa,12.002309,8.513683,2014-7-28,NO,VP,semiconductors,standard,420,2003.377332230983,70687.11897340293,168.30266422238793
2014,Nigeria,Sub-Saharan Africa,11.503731,11.940005000000001,2014-7-28,NO,lead,energy,standard,594,1978.6622203322218,106846.10731905514,179.87560154723087
2014,Nigeria,Sub-Saharan Africa,11.705932,11.091368,2014-7-29,NO,junior,automotive,standard,497,1967.629661093195,73230.36260826199,147.34479398040642
2014,Nigeria,Sub-Saharan Africa,11.991966,8.516960000000001,2014-7-30,NO,junior,energy,standard,518,2007.7349954690433,70463.62140686253,136.03015715610528
2014,Nigeria,Sub-Saharan Africa,11.201976,12.026583,2014-7-30,YES,junior,automotive,premium,403,0.0,60721.515457062895,150.67373562546624
2014,Egypt,Middle East & North Africa,31.211645,34.110425,2014-8-3,YES,junior,semiconductors,used,648,0.0,114584.20532966044,176.8274773605871
2014,Egypt,Middle East & North Africa,31.218889,34.183889,2014-8-13,NO,junior,energy,used,512,1990.7585153599953,80226.08850089513,156.6915791033108
2014,Egypt,Middle East & North Africa,29.848319,31.336853,2014-8-14,NO,junior,automotive,used,505,2000.6031726415115,68971.9982126096,136.57821428239524
